"","record_id","month","day","year","AverageTemperatureFahr","AverageTemperatureUncertaintyFahr","City","country_id","Country","Latitude","Longitude"
"9720",2847323,12,1,1981,64.985,32.4194,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9730",2847333,10,1,1982,53.3588,32.3744,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9740",2847343,8,1,1983,50.162,32.2376,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9750",2847353,6,1,1984,51.5192,32.3438,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9760",2847363,4,1,1985,58.586,32.7884,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9770",2847373,2,1,1986,66.9092,32.6012,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9780",2847383,12,1,1986,62.951,32.7704,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9790",2847393,10,1,1987,56.8292,32.3906,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9800",2847403,8,1,1988,51.6038,32.5022,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9810",2847413,6,1,1989,51.4292,32.8478,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9820",2847423,4,1,1990,60.989,32.6012,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9830",2847433,2,1,1991,66.9578,32.7182,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9840",2847443,12,1,1991,62.2508,32.504,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9850",2847453,10,1,1992,54.6224,32.8892,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9860",2847463,8,1,1993,48.3314,33.2276,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9870",2847473,6,1,1994,49.4996,32.8262,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9880",2847483,4,1,1995,62.5892,32.6408,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9890",2847493,2,1,1996,67.8362,32.414,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9900",2847503,12,1,1996,61.7828,32.3366,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9910",2847513,10,1,1997,55.8752,32.702,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9920",2847523,8,1,1998,51.1412,32.2988,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9930",2847533,6,1,1999,51.1718,32.711,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9940",2847543,4,1,2000,60.17,32.3114,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9950",2847553,2,1,2001,68.315,32.1512,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9960",2847563,12,1,2001,64.9418,32.3618,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9970",2847573,10,1,2002,54.0104,32.702,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9980",2847583,8,1,2003,50.8442,32.5094,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"9990",2847593,6,1,2004,52.376,32.6192,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10000",2847603,4,1,2005,58.6346,32.5202,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10010",2847613,2,1,2006,66.8462,32.261,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10020",2847623,12,1,2006,59.4194,32.5184,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10030",2847633,10,1,2007,55.8122,32.4662,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10040",2847643,8,1,2008,50.6732,32.7218,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10050",2847653,6,1,2009,48.3944,32.4356,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10060",2847663,4,1,2010,59.9378,32.5256,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10070",2847673,2,1,2011,69.008,32.2484,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10080",2847683,12,1,2011,63.4928,32.423,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10090",2847693,10,1,2012,55.9364,32.612,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10100",2847703,8,1,2013,52.8476,32.9054,"Hamilton","NEW","New Zealand","37.78S","174.92E"
"10110",3501579,9,1,1857,57.8984,34.9196,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10120",3501589,7,1,1858,45.0446,35.5424,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10130",3501599,5,1,1859,52.5074,34.5056,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10140",3501609,3,1,1860,61.4966,35.4506,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10150",3501619,1,1,1861,64.7474,35.6054,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10160",3501629,11,1,1861,63.9374,35.186,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10170",3501639,9,1,1862,56.9138,35.2076,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10180",3501649,7,1,1863,46.6736,34.628,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10190",3501659,5,1,1864,51.7532,34.3724,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10200",3501669,3,1,1865,63.2588,35.7296,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10210",3501679,1,1,1866,68.126,34.5848,NA,"",NA,"26.52S","28.66E"
"10220",3501689,11,1,1866,64.7978,34.5236,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10230",3501699,9,1,1867,58.604,34.7108,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10240",3501709,7,1,1868,47.183,34.628,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10250",3501719,5,1,1869,52.0736,34.6856,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10260",3501729,3,1,1870,62.708,34.844,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10270",3501739,1,1,1871,65.6654,34.6118,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10280",3501749,11,1,1871,63.185,34.5596,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10290",3501759,9,1,1872,58.3376,34.7738,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10300",3501769,7,1,1873,47.7752,34.6442,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10310",3501779,5,1,1874,51.197,35.5838,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10320",3501789,3,1,1875,63.0284,34.6064,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10330",3501799,1,1,1876,66.8228,34.6244,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10340",3501809,11,1,1876,63.7466,34.9718,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10350",3501819,9,1,1877,59.0972,34.5416,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10360",3501829,7,1,1878,47.2748,34.871,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10370",3501839,5,1,1879,51.5624,34.4678,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10380",3501849,3,1,1880,62.4542,34.7108,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10390",3501859,1,1,1881,66.9704,33.6956,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10400",3501869,11,1,1881,64.9256,35.7458,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10410",3501879,9,1,1882,58.5014,33.8882,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10420",3501889,7,1,1883,46.1048,34.0808,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10430",3501899,5,1,1884,51.566,33.89,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10440",3501909,3,1,1885,61.619,33.9746,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10450",3501919,1,1,1886,67.1702,33.4364,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10460",3501929,11,1,1886,62.6522,33.458,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10470",3501939,9,1,1887,58.8776,34.1564,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10480",3501949,7,1,1888,46.841,34.0088,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10490",3501959,5,1,1889,53.7746,33.917,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10500",3501969,3,1,1890,64.0166,33.917,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10510",3501979,1,1,1891,65.8202,34.025,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10520",3501989,11,1,1891,64.8914,33.2762,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10530",3501999,9,1,1892,59.0954,34.7072,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10540",3502009,7,1,1893,46.4504,33.161,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10550",3502019,5,1,1894,51.9368,32.9594,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10560",3502029,3,1,1895,64.2524,33.368,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10570",3502039,1,1,1896,65.7392,33.4634,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10580",3502049,11,1,1896,63.5306,34.3148,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10590",3502059,9,1,1897,58.4456,32.7074,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10600",3502069,7,1,1898,44.924,34.8728,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10610",3502079,5,1,1899,48.2648,34.0754,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10620",3502089,3,1,1900,64.9094,32.5436,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10630",3502099,1,1,1901,67.532,33.0692,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10640",3502109,11,1,1901,63.1472,33.629,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10650",3502119,9,1,1902,57.3476,33.9476,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10660",3502129,7,1,1903,46.8464,33.701,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10670",3502139,5,1,1904,51.4634,33.5264,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10680",3502149,3,1,1905,61.601,32.6156,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10690",3502159,1,1,1906,68.909,32.6552,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10700",3502169,11,1,1906,62.15,33.2762,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10710",3502179,9,1,1907,57.821,33.7604,NA,"",NA,"26.52S","28.66E"
"10720",3502189,7,1,1908,46.6394,33.4868,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10730",3502199,5,1,1909,51.9044,34.3472,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10740",3502209,3,1,1910,63.6638,32.3078,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10750",3502219,1,1,1911,66.3818,32.693,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10760",3502229,11,1,1911,64.4234,32.7056,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10770",3502239,9,1,1912,57.2144,32.891,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10780",3502249,7,1,1913,49.145,34.4822,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10790",3502259,5,1,1914,53.6576,32.7074,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10800",3502269,3,1,1915,64.949,33.4886,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10810",3502279,1,1,1916,66.3998,33.0728,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10820",3502289,11,1,1916,64.4198,32.6246,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10830",3502299,9,1,1917,56.4944,33.7964,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10840",3502309,7,1,1918,47.1668,32.558,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10850",3502319,5,1,1919,50.5562,32.6714,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10860",3502329,3,1,1920,62.7818,32.864,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10870",3502339,1,1,1921,66.839,32.7074,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10880",3502349,11,1,1921,62.6216,33.0854,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10890",3502359,9,1,1922,59.4338,33.3752,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10900",3502369,7,1,1923,47.0642,34.2626,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10910",3502379,5,1,1924,51.9026,33.4328,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10920",3502389,3,1,1925,63.5252,32.7002,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10930",3502399,1,1,1926,70.0682,32.7542,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10940",3502409,11,1,1926,63.68,33.1466,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10950",3502419,9,1,1927,61.259,32.9684,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10960",3502429,7,1,1928,47.2496,33.6578,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10970",3502439,5,1,1929,54.5342,32.9486,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10980",3502449,3,1,1930,63.2768,32.6858,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"10990",3502459,1,1,1931,66.2234,32.8766,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11000",3502469,11,1,1931,64.301,33.1538,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11010",3502479,9,1,1932,61.1564,32.657,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11020",3502489,7,1,1933,47.7392,32.9288,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11030",3502499,5,1,1934,54.1076,32.7128,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11040",3502509,3,1,1935,62.4272,32.6642,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11050",3502519,1,1,1936,67.2368,32.8352,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11060",3502529,11,1,1936,63.284,32.3132,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11070",3502539,9,1,1937,57.2684,33.0386,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11080",3502549,7,1,1938,47.7428,32.4788,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11090",3502559,5,1,1939,52.9664,32.5202,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11100",3502569,3,1,1940,65.201,32.6732,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11110",3502579,1,1,1941,66.4628,33.2438,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11120",3502589,11,1,1941,67.1792,33.053,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11130",3502599,9,1,1942,59.3366,32.3672,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11140",3502609,7,1,1943,48.3674,32.8874,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11150",3502619,5,1,1944,50.5454,32.8118,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11160",3502629,3,1,1945,62.8736,32.7218,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11170",3502639,1,1,1946,65.9174,32.477,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11180",3502649,11,1,1946,65.3396,32.9342,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11190",3502659,9,1,1947,57.8138,33.044,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11200",3502669,7,1,1948,48.7688,32.7632,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11210",3502679,5,1,1949,52.1546,32.3726,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11220",3502689,3,1,1950,66.7544,32.6354,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11230",3502699,1,1,1951,64.6718,32.7236,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11240",3502709,11,1,1951,66.3512,32.6642,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11250",3502719,9,1,1952,57.272,32.8532,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11260",3502729,7,1,1953,44.5784,32.5724,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11270",3502739,5,1,1954,53.1716,32.711,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11280",3502749,3,1,1955,62.0726,32.4806,NA,"",NA,"26.52S","28.66E"
"11290",3502759,1,1,1956,66.2468,32.7722,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11300",3502769,11,1,1956,64.0364,32.6768,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11310",3502779,9,1,1957,59.1854,33.206,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11320",3502789,7,1,1958,49.2404,32.8244,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11330",3502799,5,1,1959,51.4004,32.4968,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11340",3502809,3,1,1960,65.3936,32.531,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11350",3502819,1,1,1961,66.713,32.6768,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11360",3502829,11,1,1961,64.7438,32.8208,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11370",3502839,9,1,1962,62.1392,32.5184,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11380",3502849,7,1,1963,46.2578,32.6228,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11390",3502859,5,1,1964,52.9664,32.2988,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11400",3502869,3,1,1965,66.2414,32.4626,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11410",3502879,1,1,1966,70.6802,32.4842,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11420",3502889,11,1,1966,66.7634,32.288,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11430",3502899,9,1,1967,59.954,32.5148,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11440",3502909,7,1,1968,49.9532,32.531,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11450",3502919,5,1,1969,52.079,32.4446,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11460",3502929,3,1,1970,66.2648,32.6084,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11470",3502939,1,1,1971,67.244,32.4266,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11480",3502949,11,1,1971,63.2084,32.4014,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11490",3502959,9,1,1972,60.3428,32.468,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11500",3502969,7,1,1973,47.4656,32.576,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11510",3502979,5,1,1974,51.611,32.4968,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11520",3502989,3,1,1975,62.2796,32.4068,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11530",3502999,1,1,1976,64.9616,32.495,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11540",3503009,11,1,1976,64.004,32.324,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11550",3503019,9,1,1977,59.657,32.3996,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11560",3503029,7,1,1978,48.7292,32.8388,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11570",3503039,5,1,1979,54.3866,32.4518,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11580",3503049,3,1,1980,65.0462,32.4194,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11590",3503059,1,1,1981,68.8298,32.4266,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11600",3503069,11,1,1981,67.9604,32.3636,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11610",3503079,9,1,1982,61.5632,32.324,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11620",3503089,7,1,1983,49.1072,32.5526,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11630",3503099,5,1,1984,53.3444,32.3024,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11640",3503109,3,1,1985,65.408,32.315,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11650",3503119,1,1,1986,68.63,32.5904,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11660",3503129,11,1,1986,63.7538,32.5454,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11670",3503139,9,1,1987,57.4826,32.5526,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11680",3503149,7,1,1988,48.515,32.279,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11690",3503159,5,1,1989,54.5468,32.8982,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11700",3503169,3,1,1990,64.9526,32.783,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11710",3503179,1,1,1991,68.333,32.2556,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11720",3503189,11,1,1991,66.4574,32.6012,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11730",3503199,9,1,1992,65.048,32.4752,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11740",3503209,7,1,1993,50.5508,32.7542,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11750",3503219,5,1,1994,53.285,32.801,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11760",3503229,3,1,1995,65.7698,32.4248,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11770",3503239,1,1,1996,67.595,32.3798,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11780",3503249,11,1,1996,64.8554,32.576,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11790",3503259,9,1,1997,60.5606,32.3492,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11800",3503269,7,1,1998,50.6246,32.7308,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11810",3503279,5,1,1999,54.8762,32.5598,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11820",3503289,3,1,2000,65.7626,32.72,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11830",3503299,1,1,2001,68.9666,32.5958,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11840",3503309,11,1,2001,64.2128,32.7506,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11850",3503319,9,1,2002,59.5526,33.017,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11860",3503329,7,1,2003,49.3394,33.179,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11870",3503339,5,1,2004,54.1076,32.9468,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11880",3503349,3,1,2005,64.193,32.3816,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11890",3503359,1,1,2006,67.3448,32.4428,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11900",3503369,11,1,2006,65.2982,32.3528,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11910",3503379,9,1,2007,64.5962,32.4806,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11920",3503389,7,1,2008,48.6068,33.2096,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11930",3503399,5,1,2009,53.2112,32.7272,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11940",3503409,3,1,2010,66.8696,32.6948,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11950",3503419,1,1,2011,66.317,32.5688,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11960",3503429,11,1,2011,67.2314,32.6732,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11970",3503439,9,1,2012,58.5878,32.7794,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11980",3503449,7,1,2013,49.559,34.2068,"Johannesburg","SOU","South Africa","26.52S","28.66E"
"11990",3778232,6,1,1744,65.9174,35.249,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12000",3778242,4,1,1745,46.7042,35.4506,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12010",3778252,2,1,1746,NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12020",3778262,12,1,1746,NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12030",3778272,10,1,1747,NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12040",3778282,8,1,1748,NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12050",3778292,6,1,1749,NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12060",3778302,4,1,1750,48.6698,35.5586,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12070",3778312,2,1,1751,21.0722,37.1804,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12080",3778322,12,1,1751,NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12090",3778332,10,1,1752,46.7852,35.6828,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12100",3778342,8,1,1753,69.1592,41.684,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12110",3778352,6,1,1754,69.863,35.0546,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12120",3778362,4,1,1755,50.5436,37.6916,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12130",3778372,2,1,1756,32.594,38.9876,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12140",3778382,12,1,1756,24.7244,36.8726,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12150",3778392,10,1,1757,41.8064,46.9094,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12160",3778402,8,1,1758,66.515,40.964,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12170",3778412,6,1,1759,68.9666,40.4834,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12180",3778422,4,1,1760,45.95,39.893,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12190",3778432,2,1,1761,26.7098,38.4458,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12200",3778442,12,1,1761,19.697,36.779,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12210",3778452,10,1,1762,43.3436,38.0048,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12220",3778462,8,1,1763,70.0862,36.95,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12230",3778472,6,1,1764,65.5106,36.8924,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12240",3778482,4,1,1765,50.0108,35.7476,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12250",3778492,2,1,1766,26.7962,39.155,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12260",3778502,12,1,1766,27.4316,38.1938,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12270",3778512,10,1,1767,48.8696,36.707,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12280",3778522,8,1,1768,68.1638,35.5892,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12290",3778532,6,1,1769,70.9574,38.3864,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12300",3778542,4,1,1770,51.0602,47.381,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12310",3778552,2,1,1771,17.8808,38.4422,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12320",3778562,12,1,1771,29.2568,38.21,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12330",3778572,10,1,1772,50.1026,36.2444,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12340",3778582,8,1,1773,69.7226,35.5982,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12350",3778592,6,1,1774,72.6242,41.7398,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12360",3778602,4,1,1775,45.7304,35.5028,"Kherson","UKR","Ukraine","47.42N","31.97E"
"12370",3778612,2,1,1776,31.0388,37.3424,"Kherson","UKR","Ukraine","47.42N","31.97E"
